Company,Licence Number,Licence Status,Surface Location,UWI,Field/Area Name,Pool/Deposit Name,"Final Total Depth, m",Last Volumetric Activity Date,"Last Annual Oil Prod, m³","Last Annual Gas Prod, 10³m³","Last Annual Water Prod, m³",,status,,SCVF or GM History,Well Deviation,Cement Top,Casing Failure History,Well Age,Suspended Well Status  Date,H2S,Land Use,Protection of Useable Water Aquifers,Proximity to Nearest Water Well,Well Accessibility,TVD (mKB),Well Operation type,TOTAL SCORE,,SCVF or GM History (4),Well Deviation (3),Cement Top (3),Casing Failure History (3),Well Age (3),Suspended Well Status  Date (3),H2S (4),Land Use (4),Protection of Useable Water Aquifers(3),Proximity to Nearest Water Well (2) ,Well Accessibility (3),TVD (mKB) (2),Well Operation type (3),total score
Area 2 Energy Ltd. A79G,60989,Issued,06-21-021-05W4,00/06-21-021-05W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,482.2,1998-10-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1590,,20,3,21,6,12,9,28,16,15,8,9,6,6,1590
Area 2 Energy Ltd. A79G,60989,Issued,06-21-021-05W4,00/06-21-021-05W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,482.2,2018-02-01,0,1.9,0,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1530,,20,3,21,6,12,3,28,16,15,8,9,6,6,1530
Area 2 Energy Ltd. A79G,63412,Issued,16-26-020-04W4,00/16-26-020-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,464.5,2017-08-01,0,32.5,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,75261,Issued,06-06-021-03W4,00/06-06-021-03W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,466,1998-02-01,,,,,Abandoned,,Not Tested,Vertical with well logs,Unknown,Historical Casing Failure,Spud 1975-1985 faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1630,,20,3,21,9,15,9,28,16,15,6,9,6,6,1630
Area 2 Energy Ltd. A79G,75261,Issued,06-06-021-03W4,00/06-06-021-03W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,466,2018-01-01,0,61.6,0.3,,suspended,,Not Tested,Vertical with well logs,Unknown,Historical Casing Failure,Spud 1975-1985 faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,9,15,3,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75262,Issued,16-13-021-04W4,00/16-13-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,454,1999-10-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75262,Issued,16-13-021-04W4,00/16-13-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,454,2018-01-01,0,26.2,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,75263,Issued,16-15-021-04W4,00/16-15-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,472,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1590,,20,3,21,6,12,9,28,16,15,8,9,6,6,1590
Area 2 Energy Ltd. A79G,75263,Issued,16-15-021-04W4,00/16-15-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,472,2018-01-01,0,78.4,0.4,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1530,,20,3,21,6,12,3,28,16,15,8,9,6,6,1530
Area 2 Energy Ltd. A79G,75265,Issued,06-13-021-04W4,00/06-13-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,455,1998-02-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,75265,Issued,06-13-021-04W4,00/06-13-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,455,2018-01-01,0,37.6,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,75266,Issued,16-11-021-04W4,00/16-11-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,453,1998-02-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75266,Issued,16-11-021-04W4,00/16-11-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,453,2018-01-01,0,17.7,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,75267,Issued,06-11-021-04W4,00/06-11-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,459,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75267,Issued,06-11-021-04W4,00/06-11-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,459,2018-01-01,0,33.6,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,75268,Issued,16-10-021-04W4,00/16-10-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,460,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,75268,Issued,16-10-021-04W4,00/16-10-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,460,2018-01-01,0,8.8,0,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,75269,Issued,16-04-021-04W4,00/16-04-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,478,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,75269,Issued,16-04-021-04W4,00/16-04-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,478,2018-02-01,0,41.9,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,75270,Issued,16-02-021-04W4,00/16-02-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,460,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75270,Issued,16-02-021-04W4,00/16-02-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,460,2018-01-01,0,43.9,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,75272,Issued,16-01-021-04W4,00/16-01-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,467,1998-02-01,,,,,suspended,,Historical SCVF or GM,Vertical with well logs,Unknown,Historical Casing Failure,Spud 1975-1985 faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 2km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1630,,24,3,21,9,15,9,28,16,15,2,9,6,6,1630
Area 2 Energy Ltd. A79G,75272,Issued,16-01-021-04W4,00/16-01-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,467,2018-01-01,0,64.3,0.3,,suspended,,Historical SCVF or GM,Vertical with well logs,Unknown,Historical Casing Failure,Spud 1975-1985 faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 2km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,24,3,21,9,15,3,28,16,15,2,9,6,6,1570
Area 2 Energy Ltd. A79G,75273,Issued,06-01-021-04W4,00/06-01-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,454,1998-10-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75273,Issued,06-01-021-04W4,00/06-01-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,454,2018-01-01,0,29.4,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,75285,Issued,06-12-021-04W4,00/06-12-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,456,1999-10-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75285,Issued,06-12-021-04W4,00/06-12-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,456,2018-01-01,0,20.3,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,75514,Issued,06-16-021-04W4,00/06-16-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,480,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,75514,Issued,06-16-021-04W4,00/06-16-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,480,2018-01-01,0,53,0.3,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,75515,Issued,06-15-021-04W4,00/06-15-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,463,2018-01-01,0,28.6,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,75515,Issued,06-15-021-04W4,00/06-15-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,463,1984-04-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,75516,Issued,06-09-021-04W4,00/06-09-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,480,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,75518,Issued,16-09-021-04W4,00/16-09-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,467,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,75518,Issued,16-09-021-04W4,00/16-09-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,467,2018-01-01,0,54.2,0.3,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,75861,Issued,16-16-021-04W4,00/16-16-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,466,1998-02-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,75861,Issued,16-16-021-04W4,00/16-16-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,466,2018-01-01,0,25.7,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
Area 2 Energy Ltd. A79G,82301,Issued,16-17-021-04W4,00/16-17-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,480,1998-02-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 2km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1530,,20,3,21,6,12,9,28,16,15,2,9,6,6,1530
Area 2 Energy Ltd. A79G,82301,Issued,16-17-021-04W4,00/16-17-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,480,2018-01-01,0,37.2,0.2,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 2km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1470,,20,3,21,6,12,3,28,16,15,2,9,6,6,1470
Area 2 Energy Ltd. A79G,82302,Issued,06-17-021-04W4,00/06-17-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,495,1998-10-01,,,,,suspended,,Historical SCVF or GM,Vertical with well logs,Unknown,Historical Casing Failure,Spud 1975-1985 faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 2km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1630,,24,3,21,9,15,9,28,16,15,2,9,6,6,1630
Area 2 Energy Ltd. A79G,82302,Issued,06-17-021-04W4,00/06-17-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,495,2018-01-01,0,68.7,0.4,,suspended,,Historical SCVF or GM,Vertical with well logs,Unknown,Historical Casing Failure,Spud 1975-1985 faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 2km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,24,3,21,9,15,3,28,16,15,2,9,6,6,1570
Area 2 Energy Ltd. A79G,82390,Issued,06-22-021-04W4,00/06-22-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,475,1998-10-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1590,,20,3,21,6,12,9,28,16,15,8,9,6,6,1590
Area 2 Energy Ltd. A79G,82390,Issued,06-22-021-04W4,00/06-22-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,475,2018-01-01,0,78.7,0.4,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1530,,20,3,21,6,12,3,28,16,15,8,9,6,6,1530
Area 2 Energy Ltd. A79G,82392,Issued,06-07-021-03W4,00/06-07-021-03W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,469,1998-10-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,82392,Issued,06-07-021-03W4,00/06-07-021-03W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,469,2018-01-01,0,23.2,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,82393,Issued,16-06-021-03W4,00/16-06-021-03W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,470,1998-10-01,,,,,Commingled,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,82393,Issued,16-06-021-03W4,00/16-06-021-03W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,470,2018-01-01,0,11.9,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,82394,Issued,16-14-021-04W4,00/16-14-021-04W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,467,1998-10-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1550,,20,3,21,6,12,9,28,16,15,4,9,6,6,1550
Area 2 Energy Ltd. A79G,82394,Issued,16-14-021-04W4,00/16-14-021-04W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,467,2018-01-01,0,14.6,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1490,,20,3,21,6,12,3,28,16,15,4,9,6,6,1490
Area 2 Energy Ltd. A79G,82396,Issued,06-18-021-03W4,00/06-18-021-03W4/0,ATLEE-BUFFALO,COMMINGLED MFP9501,480,1999-10-01,,,,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1570,,20,3,21,6,12,9,28,16,15,6,9,6,6,1570
Area 2 Energy Ltd. A79G,82396,Issued,06-18-021-03W4,00/06-18-021-03W4/2,ATLEE-BUFFALO,COMMINGLED MFP9501,480,2018-01-01,0,18,0.1,,suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1510,,20,3,21,6,12,3,28,16,15,6,9,6,6,1510
