Company,Licence Number,Licence Status,Surface Location,UWI,Field/Area Name,Pool/Deposit Name,"Final Total Depth, m",Last Volumetric Activity Date,"Last Annual Oil Prod, m³","Last Annual Gas Prod, 10³m³","Last Annual Water Prod, m³",,status,,SCVF or GM History,Well Deviation,Cement Top,Casing Failure History,Well Age,Suspended Well Status  Date,H2S,Land Use,Protection of Useable Water Aquifers,Proximity to Nearest Water Well,Well Accessibility,TVD (mKB),Well Operation type,TOTAL SCORE,,SCVF or GM History (4),Well Deviation (3),Cement Top (3),Casing Failure History (3),Well Age (3),Suspended Well Status  Date (3),H2S (4),Land Use (4),Protection of Useable Water Aquifers(3),Proximity to Nearest Water Well (2) ,Well Accessibility (3),TVD (mKB) (2),Well Operation type (3),total score
Alston Energy Inc. A5MK,358436,Amended,02-30-057-02W5,00/01-30-057-02W5/0,MAJEAU,LOWER MANNVILLE O,"1,256.60",2013-05-01,17.4,3,191.6,,Suspended,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud After 1997,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1500,,20,3,15,6,6,3,28,16,15,6,9,8,15,1500
Alston Energy Inc. A5MK,358436,Amended,02-30-057-02W5,00/01-30-057-02W5/2,MAJEAU,COMMINGLED POOL 004,"1,256.60",2013-02-01,0,"3,421.70",5.2,,Suspended,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud After 1997,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,All other wells types,1410,,20,3,15,6,6,3,28,16,15,6,9,8,6,1410
Alston Energy Inc. A5MK,358436,Amended,02-30-057-02W5,00/01-30-057-02W5/3,MAJEAU,COMMINGLED POOL 004,"1,256.60",,,,,,Commingled,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud After 1997,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,All other wells types,1410,,20,3,15,6,6,3,28,16,15,6,9,8,6,1410
Alston Energy Inc. A5MK,384387,Issued,06-28-054-07W5,02/06-28-054-07W5/0,,,900,,,,,,Abandoned ,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud After 1997,Sept. 2003 - Dec. 2007,Unknown,Priority 4: Agriculture,Water Aquifers Protected - surface casing 12 years old,500m < WSW ≤ 1 km,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1390,,20,3,15,6,6,6,28,16,12,6,9,6,6,1390
Alston Energy Inc. A5MK,393439,Issued,02-05-066-04W5,00/02-05-066-04W5/0,DEEP,ELLERSLIE F,"1,055.00",2012-03-01,0,547.1,0,,Suspended,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud After 2008,2008+,H2S > 25%,Priority 4: Agriculture,Water Aquifers Protected - surface casing 12 years old,WSW > 2km,Access clear 5m setback,1000-1999 mKB,Medium Hazard Gas and non-flowing oil well with H2S >5%,1330,,20,3,15,6,3,3,24,16,12,2,9,8,12,1330
Alston Energy Inc. A5MK,399572,Issued,15-21-038-03W4,03/15-21-038-03W4/0,,,904,,,,,,Abandoned,,Not Tested,Deviated below 600 m KB,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud After 2008,2008+,No H2S,Priority 4: Agriculture,Water Aquifers Protected - surface casing 12 years old,WSW ≤ 200m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1190,,20,9,15,6,3,3,4,16,12,10,9,6,6,1190
Alston Energy Inc. A5MK,450791,Issued,07-29-038-03W4,02/07-29-038-03W4/0,,,943,,,,,,Abandoned,,Not Tested,Deviated below 600 m KB,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud After 2008,2008+,No H2S,Priority 4: Agriculture,Water Aquifers Protected - surface casing 12 years old,WSW ≤ 100 m,Access clear 5m setback,<1000 mKB or if OSA >300 mKB,All other wells types,1210,,20,9,15,6,3,3,4,16,12,12,9,6,6,1210
Antelope Land Services Ltd. 0BF2,143156,Suspension,11-17-031-23W4,00/11-17-031-23W4/0,,,"1,680.00",,,,,,Suspended,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud 1986-1997,Before August 1991,No H2S,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,1000-1999 mKB,All other wells types,1300,,20,3,15,6,9,15,4,16,15,4,9,8,6,1300
Antelope Land Services Ltd. 0BF2,143156,Suspension,11-17-031-23W4,00/11-17-031-23W4/2,TWINING,COMMINGLED MFP9501,"1,680.00",2008-07-01,0,7.4,0,,Suspended,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud 1986-1997,2008+,No H2S,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,1000-1999 mKB,All other wells types,1180,,20,3,15,6,9,3,4,16,15,4,9,8,6,1180
Antelope Land Services Ltd. 0BF2,143156,Suspension,11-17-031-23W4,00/11-17-031-23W4/3,,,"1,680.00",,,,,,Suspended,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud 1986-1997,Before August 1991,No H2S,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW > 1km,Access clear 5m setback,1000-1999 mKB,All other wells types,1300,,20,3,15,6,9,15,4,16,15,4,9,8,6,1300
Antelope Land Services Ltd. 0BF2,447042,Amended,05-17-031-23W4,00/05-17-031-23W4/0,,,"2,090.00",,,,,,Drilled & Cased,,Not Tested,Vertical with well logs,C.T. > 1000 mKB,No Historical Casing Failure,Spud After 2008,2008+,No H2S,Priority 4: Agriculture,Water Aquifers Protected - surface casing 8 years old,500m < WSW ≤ 1 km,Access clear 5m setback,2000-2999 mKB,All other wells types,1130,,20,3,18,6,3,3,4,16,9,6,9,10,6,1130
Anterra Energy Inc. A2LN,7545,Issued,01-09-073-18W5,00/01-09-073-18W5/0,GILWOOD,GILWOOD A,"2,546.60",1969-09-01,,,,,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 50m,Access clear 5m setback,2000-2999 mKB,All other wells types,1840,,20,3,21,6,21,15,28,16,15,14,9,10,6,1840
Anterra Energy Inc. A2LN,7545,Issued,01-09-073-18W5,00/01-09-073-18W5/2,GILWOOD,MISS SYS UND,"2,546.60",2017-12-01,,,,,Abandoned / Water Disposal,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 50m,Access clear 5m setback,2000-2999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1960,,20,3,21,6,21,15,28,16,15,14,9,10,18,1960
Anterra Energy Inc. A2LN,24068,Issued,02-16-023-14W4,00/02-16-023-14W4/0,MATZIWIN,PEKISKO A,"1,042.40",2000-08-01,,,,,Abandoned,,Historical SCVF or GM,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,All other wells types,1720,,24,3,21,6,21,9,28,16,15,6,9,8,6,1720
Anterra Energy Inc. A2LN,24068,Issued,02-16-023-14W4,00/02-16-023-14W4/2,MATZIWIN,COMMINGLED MFP9501,"1,042.40",1986-03-01,,,,,Abandoned,,Historical SCVF or GM,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,All other wells types,1780,,24,3,21,6,21,15,28,16,15,6,9,8,6,1780
Anterra Energy Inc. A2LN,28221,Suspension,10-35-047-04W5,00/10-35-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,035.10",2005-09-01,65.9,7,"6,043.30",,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Sept. 2003 - Dec. 2007,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 50m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1820,,20,3,21,6,21,6,28,16,15,14,9,8,15,1820
Anterra Energy Inc. A2LN,28221,Suspension,10-35-047-04W5,00/10-35-047-04W5/2,,,"1,035.10",,,,,,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Sept. 2003 - Dec. 2007,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 50m,Access clear 5m setback,1000-1999 mKB,All other wells types,1730,,20,3,21,6,21,6,28,16,15,14,9,8,6,1730
Anterra Energy Inc. A2LN,28221,Suspension,10-35-047-04W5,00/10-35-047-04W5/3,PEMBINA,BELLY RIVER UND,"1,035.10",2006-07-01,0,47.2,112.9,,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 50m,Access clear 5m setback,1000-1999 mKB,All other wells types,1700,,20,3,21,6,21,3,28,16,15,14,9,8,6,1700
Anterra Energy Inc. A2LN,28222,Issued,04-02-048-04W5,00/04-02-048-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,031.70",2007-11-01,3.3,0.2,132.6,,Abandoned,,Historical SCVF or GM,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 50m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1830,,24,3,21,6,21,3,28,16,15,14,9,8,15,1830
Anterra Energy Inc. A2LN,28223,Suspension,04-36-047-04W5,00/04-36-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,046.10",2005-11-01,65.2,7.3,"5,236.60",,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Sept. 2003 - Dec. 2007,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1760,,20,3,21,6,21,6,28,16,15,8,9,8,15,1760
Anterra Energy Inc. A2LN,28223,Suspension,04-36-047-04W5,00/04-36-047-04W5/2,PEMBINA,BELLY RIVER UND,"1,046.10",2008-02-01,0,246.8,"5,156.20",,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,All other wells types,1640,,20,3,21,6,21,3,28,16,15,8,9,8,6,1640
Anterra Energy Inc. A2LN,28227,Suspension,04-25-047-04W5,00/04-25-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,024.70",2005-06-01,27.3,2.7,529.5,,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1710,,20,3,21,6,21,3,28,16,15,6,9,8,15,1710
Anterra Energy Inc. A2LN,28227,Suspension,04-25-047-04W5,00/04-25-047-04W5/2,,,"1,024.70",,,,,,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1975,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,All other wells types,1770,,20,3,21,6,21,18,28,16,15,6,9,8,6,1770
Anterra Energy Inc. A2LN,28227,Suspension,04-25-047-04W5,00/04-25-047-04W5/3,,,"1,024.70",,,,,,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1975,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,All other wells types,1770,,20,3,21,6,21,18,28,16,15,6,9,8,6,1770
Anterra Energy Inc. A2LN,28227,Suspension,04-25-047-04W5,00/04-25-047-04W5/4,PEMBINA,BELLY RIVER UND,"1,024.70",2006-12-01,0,732.5,0,,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,All other wells types,1620,,20,3,21,6,21,3,28,16,15,6,9,8,6,1620
Anterra Energy Inc. A2LN,28751,Issued,04-35-047-04W5,00/04-35-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,029.00",2004-08-01,16,1.2,"1,026.40",,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1730,,20,3,21,6,21,3,28,16,15,8,9,8,15,1730
Anterra Energy Inc. A2LN,29187,Suspension,04-01-048-04W5,00/04-01-048-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,047.60",2010-08-01,1.6,0.1,"1,289.30",,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1730,,20,3,21,6,21,3,28,16,15,8,9,8,15,1730
Anterra Energy Inc. A2LN,29188,Issued,12-23-047-04W5,00/12-23-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,078.70",2017-10-01,108,30.3,46,,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1975,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1880,,20,3,21,6,21,18,28,16,15,8,9,8,15,1880
Anterra Energy Inc. A2LN,29247,Issued,10-34-047-04W5,00/10-34-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,024.70",1985-09-01,,,,,Suspended /  Injector,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1880,,20,3,21,6,21,15,28,16,15,8,9,8,18,1880
Anterra Energy Inc. A2LN,29525,Issued,02-26-047-04W5,00/02-26-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,002.80",2017-06-01,,,,,Suspended /  Injector,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1975,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 100 m,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1950,,20,3,21,6,21,18,28,16,15,12,9,8,18,1950
Anterra Energy Inc. A2LN,30442,Suspension,12-26-047-04W5,00/12-26-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,004.30",2009-11-01,0,0,"3,330.60",,Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1670,,20,3,21,6,21,3,28,16,15,8,9,8,9,1670
Anterra Energy Inc. A2LN,30595,Issued,10-27-047-04W5,00/10-27-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,011.90",1982-10-01,,,,,Suspended /  Injector,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud pre-1970,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1860,,20,3,21,6,21,15,28,16,15,6,9,8,18,1860
Anterra Energy Inc. A2LN,39547,Issued,02-35-047-04W5,00/02-35-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,033.30",1984-12-01,,,,,Suspended /  Injector,,Not Tested,Vertical with well logs,Below S.C. shoe and 600<CT<1000mKB,No Historical Casing Failure,Spud pre-1970,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1740,,20,3,15,6,21,9,28,16,15,6,9,8,18,1740
Anterra Energy Inc. A2LN,42423,Issued,02-02-048-04W5,00/02-02-048-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,022.00",1984-12-01,,,,,Suspended /  Injector,,Historical SCVF or GM,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,Before August 1991,Unknown,Priority 6: Light Industrial,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1810,,24,3,21,6,18,15,28,8,15,8,9,8,18,1810
Anterra Energy Inc. A2LN,43589,Suspension,10-26-047-04W5,00/10-26-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,021.10",2005-09-01,27.4,2.4,666.2,,Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,Sept. 2003 - Dec. 2007,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1730,,20,3,21,6,18,6,28,16,15,8,9,8,15,1730
Anterra Energy Inc. A2LN,43700,Suspension,12-36-047-04W5,00/12-36-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,042.40",2011-01-01,,,,,Water Injection Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1710,,20,3,21,6,18,3,28,16,15,6,9,8,18,1710
Anterra Energy Inc. A2LN,43895,Suspension,06-35-047-04W5,00/06-35-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,026.30",2005-04-01,36.2,3.2,"1,842.90",,Crude Oil Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,Sept. 2003 - Dec. 2007,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1670,,20,3,21,6,18,6,28,16,15,8,9,8,9,1670
Anterra Energy Inc. A2LN,43895,Suspension,06-35-047-04W5,00/06-35-047-04W5/2,,,"1,026.30",,,,,,Drilled & Cased,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,Before August 1975,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,All other wells types,1760,,20,3,21,6,18,18,28,16,15,8,9,8,6,1760
Anterra Energy Inc. A2LN,43923,Issued,14-35-047-04W5,00/14-35-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,024.40",2018-05-01,,,,,Water Injection Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1830,,20,3,21,6,18,15,28,16,15,6,9,8,18,1830
Anterra Energy Inc. A2LN,44063,Suspension,16-26-047-04W5,00/16-26-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,024.10",2005-09-01,2.1,0.2,513.6,,Crude Oil Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1640,,20,3,21,6,18,3,28,16,15,8,9,8,9,1640
Anterra Energy Inc. A2LN,44063,Suspension,16-26-047-04W5,00/16-26-047-04W5/2,PEMBINA,BELLY RIVER UND,"1,024.10",2006-07-01,0,151.8,723.1,,Gas Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,All other wells types,1610,,20,3,21,6,18,3,28,16,15,8,9,8,6,1610
Anterra Energy Inc. A2LN,44203,Issued,14-26-047-04W5,00/14-26-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,026.30",1984-12-01,,,,,Water Injection Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1850,,20,3,21,6,18,15,28,16,15,8,9,8,18,1850
Anterra Energy Inc. A2LN,47254,Suspension,06-01-048-04W5,00/06-01-048-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,042.40",2010-09-01,2.9,0,429.6,,Crude Oil Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 200m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1720,,20,3,21,6,18,3,28,16,15,10,9,8,15,1720
Anterra Energy Inc. A2LN,47255,Suspension,06-36-047-04W5,00/06-36-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,047.30",2000-10-01,,,,,Crude Oil Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Flowing oil well,1700,,20,3,21,6,18,3,28,16,15,8,9,8,15,1700
Anterra Energy Inc. A2LN,47410,Issued,14-36-047-04W5,00/14-36-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,039.40",2017-04-01,,,,,Water Injection Abandoned,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 50m,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1790,,20,3,21,6,18,3,28,16,15,14,9,8,18,1790
Anterra Energy Inc. A2LN,47540,Suspension,14-25-047-04W5,00/14-25-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,025.70",2007-07-01,0,0,"4,483.10",,Crude Oil Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1640,,20,3,21,6,18,3,28,16,15,8,9,8,9,1640
Anterra Energy Inc. A2LN,47567,Suspension,06-25-047-04W5,00/06-25-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,013.50",2007-12-01,0,0,"3,921.50",,Crude Oil Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud Pre- 1975,2008+,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1640,,20,3,21,6,18,3,28,16,15,8,9,8,9,1640
Anterra Energy Inc. A2LN,65482,Issued,01-16-023-14W4,00/01-16-023-14W4/0,MATZIWIN,PEKISKO A,"1,043.30",2017-03-01,66.7,0,58.3,,Crude Oil Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1620,,20,3,21,6,12,9,28,16,15,6,9,8,9,1620
Anterra Energy Inc. A2LN,67535,Issued,09-09-023-14W4,00/09-09-023-14W4/0,MATZIWIN,PEKISKO A,"1,045.50",2015-02-01,148.9,0.5,48.1,,Crude Oil Suspended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Sept. 1994 - Aug. 2003,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",500m < WSW ≤ 1 km,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1620,,20,3,21,6,12,9,28,16,15,6,9,8,9,1620
Anterra Energy Inc. A2LN,72730,Issued,05-01-048-04W5,00/08-02-048-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,077.00",2017-04-01,,,,,Water Injection Abandoned,,Not Tested,Deviated below 600 m KB,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Before August 1991,Unknown,Priorty 2: Residential Area playgrounds,"Useable Water, Aquifers Protected",WSW ≤ 200m,Access clear 5m setback,1000-1999 mKB,"Class 2,3 and CO2 injectin/Disoposal Wells",1950,,20,9,21,6,12,15,28,24,15,10,9,8,18,1950
Anterra Energy Inc. A2LN,72839,Issued,06-26-047-04W5,00/06-26-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,026.00",1979-09-01,,,,,Crude Oil Suspended,,Not Tested,Vertical no well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 200m,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1750,,20,6,21,6,12,15,28,16,15,10,9,8,9,1750
Anterra Energy Inc. A2LN,73062,Issued,16-34-047-04W5,00/16-34-047-04W5/0,PEMBINA,COMMINGLED POOL 003,"1,010.00",1980-09-01,,,,,Crude Oil Supended,,Not Tested,Vertical with well logs,Unknown,No Historical Casing Failure,Spud 1975-1985 no faulty casing history,Before August 1991,Unknown,Priority 4: Agriculture,"Useable Water, Aquifers Protected",WSW ≤ 500m,Access clear 5m setback,1000-1999 mKB,Low risk well inactive/suspended ≥10 yrs,1700,,20,3,21,6,12,15,28,16,15,8,9,8,9,1700
